nombre,codigo_chilemat,codigo_barra,precio_compra,precio_venta,precio_mayoreo,unidad_compra,unidad_venta,factor_conversion,stock,categoria,subcategoria,ubicacion_pasillo,ubicacion_estante,ubicacion_nivel,unidad
RECEPTACULO DE DUCHA 700 X 700 X 130 BLANCA,430701020,,40114.82,,,unidad,unidad,1.0,0,General,Otros,,,,
RECEPTACULO DE DUCHA 800 X 800 X 130 BLANCA,430701024,,43950.1,,,unidad,unidad,1.0,0,General,Otros,,,,
TAPAGOTERAS ASFALTICA CJ 24 SACH X 250GR,4316N25,,33473.36,,,sachet 250 gr.,sachet 250 gr.,1.0,0,General,Otros,,,,
OVEROL CANVAS AZUL C/CINTA T/L,43991832,,6003.92,,,un,un,1.0,0,General,Otros,,,,
OVEROL CANVAS AZUL C/CINTA T/XL,43991833,,6003.92,,,un,un,1.0,0,General,Otros,,,,
OVEROL CANVAS NARANJO C/CINTA T/M,43991846,,6003.92,,,un,un,1.0,0,General,Otros,,,,
OVEROL POPLIN AZUL T.M C/CINTA REFLECTANTE,43993146,,4608.36,,,un,un,1.0,0,General,Otros,,,,
OVEROL POPLIN AZUL T.L C/CINTA REFLECTANTE,43993150,,5009.96,,,unidad,unidad,1.0,0,General,Otros,,,,
OVEROL POPLIN AZUL T.XL C/CINTA REFLECTANTE,43993154,,5009.96,,,unidad,unidad,1.0,0,General,Otros,,,,
OVEROL POPLIN AZUL T.XXL C/CINTA REFLECTANTE,43993158,,5009.96,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCALERA RECTA SIMPLE ALUM. 3.05 M.,440-10,,69577.2,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
EMBUDO GRANDE 14.5 CM DIAMETRO 17 CM ALTO (2521),44077,,457.824,,,unidad,unidad,1.0,0,General,Otros,,,,
PAILA HUEVO 16 CM TEFLÓN SILVER,4410316,,2971.84,,,unidad,unidad,1.0,0,General,Otros,,,,
SARTÉN 20 CM TEFLÓN SILVER,4410420,,5291.08,,,unidad,unidad,1.0,0,General,Otros,,,,
SARTÉN 24 CM TEFLÓN SILVER,4410424,,6576.2,,,unidad,unidad,1.0,0,General,Otros,,,,
SARTÉN 28 CM TEFLÓN SILVER,4410428,,7971.76,,,unidad,unidad,1.0,0,General,Otros,,,,
MANGO DUCHA MOTALA CROMO,443-90,,6007.936,,,unidad,unidad,1.0,0,General,Otros,,,,
COMBO SOLDADORA INV. DW 160BLACK + ESMERIL,4435110650160,,56123.6,,,UNIDAD,UNIDAD,1.0,0,Herramientas,Discos y Corte,,,,
COLUMNA DUCHA ABISKO,444-90,,43674.0,,,unidad,unidad,1.0,0,General,Otros,,,,
SARTÉN 30 CM CERÁM. ROJO REMACHADO,4440430,,6206.728,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,,
TUBO PRESION 40 MM PN 6 X 6 MTS,45000,,3223.844,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TUBO PRESION 50 MM PN 6 X 6 MTS,45001,,7777.988,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TUBO PRESION 75 MM PN 6 X 6 MTS,45003,,18215.572,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TUBO PRESION 90 MM PN 6 X 6 MTS,45004,,25993.56,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TUBO PRESION 110 MM PN 6 X 6 MTS,45005,,31107.936,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TUBO PRESION 125 MM PN 8 X 6 M,45027,,55714.972,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TUBERIA PRESION 32 MM PN 10 (6MTS) C/CEMENTAR,45040,,4916.588,,,unidad,unidad,1.0,0,General,Otros,,,,
CHALECO GEOLOGO POPLIN C/CINTA AZUL L,450400300136,,4036.08,,,unidad,unidad,1.0,0,General,Otros,,,,
CHALECO GEOLOGO POPLIN C/CINTA AZUL XL,450400300137,,4036.08,,,unidad,unidad,1.0,0,General,Otros,,,,
FIELTRO DYNAFLEX CREPADO 15LB 40MT,450404167,,37830.72,,,rollo,rollo,1.0,0,General,Otros,,,,
FIELTRO LISO CORRIENTE 10/16 16 MT.,450409166,,4507.96,,,rollo,rollo,1.0,0,General,Otros,,,,
FIELTRO LISO CORRIENTE 10/40 40 MT.,450409167,,7971.76,,,rollo,rollo,1.0,0,General,Otros,,,,
FIELTRO LISO 15 L.B.S. 40 MT.,450409168,,16887.28,,,rollo,rollo,1.0,0,General,Otros,,,,
TUBERIA PRESION 110 MM PN 10 (6MTS) C/GOMA,45046,,47553.456,,,unidad,unidad,1.0,0,General,Otros,,,,
"TUBERIA PRESION 25 MM PN 12,5 (6MTS) C/CEMENTAR",45060,,1923.664,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA OSLO NY200 AZUL T/M,45060032,,6013.96,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA OSLO NY200 AZUL T/L,45060033,,6013.96,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA OSLO NY200 AZUL T/XL,45060034,,6013.96,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA OSLO NY200 AZUL T/XXL,45060035,,6013.96,,,unidad,unidad,1.0,0,General,Otros,,,,
TUBERIA PRESION 20 MM PN 16 (6MTS) C/CEMENTAR,45080,,2866.42,,,unidad,unidad,1.0,0,General,Otros,,,,
RAFIA T-1000 (HILO PLASTICO) OVILLOS DE 100 GRS. X KG,453-7024,,5169.596,,,kg,kg,1.0,0,General,Otros,,,,
RAFIA T-1000 (HILO PLASTICO) OVILLO DE 150 GRS. X KG.,457-7032,,4682.656,,,kg,kg,1.0,0,General,Otros,,,,
ARNES DE SEGURIDAD,458501,,16467.5076,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA PIERNERA VIKINGO AMARILLO T/M,45991071,,9226.76,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA PIERNERA VIKINGO AMARILLO T/L,45991072,,9226.76,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA PIERNERA VIKINGO AMARILLO T/XL,45991073,,9226.76,,,unidad,unidad,1.0,0,General,Otros,,,,
TRAJE AGUA PIERNERA VIKINGO AMARILLO T/XXL,45991074,,9226.76,,,unidad,unidad,1.0,0,General,Otros,,,,
RAFIA T-1000 (HILO PLASTICO) OVILLO DE 250 GRS. X KG,461-7028,,4406.556,,,kg,kg,1.0,0,General,Otros,,,,
BARNIZ VITRIFICANTE P/U BRILLANTE (SIPA),46274001,,25287.748,,,galon,galon,1.0,0,General,Otros,,,,
BARNIZ VITRIFICANTE P/U BRILLANTE (SIPA),46274004,,7464.74,,,1/4 galon,1/4 galon,1.0,0,General,Otros,,,,
BARNIZ VITRIFICANTE SEMI BRILLO (SIPA),46274104,,9754.864,,,litro,litro,1.0,0,General,Otros,,,,
MANGO EUROSPRAY BLANCO,465-10,,3961.784,,,unidad,unidad,1.0,0,General,Otros,,,,
RAFIA T-1000 (HILO PLASTICO) BOBINAS DE 1 KG,465-7000,,3887.488,,,kg,kg,1.0,0,General,Otros,,,,
MANGO EUROSPRAY CROMO,465-90,,3551.148,,,unidad,unidad,1.0,0,General,Otros,,,,
BUZO COVERALL BLANCO T/M,46990112,,1696.76,,,un,un,1.0,0,General,Otros,,,,
BUZO COVERALL TECHNICAL BLANCO T/XL,46990114,,1696.76,,,un,un,1.0,0,Construccion,Materiales,,,,
BUZO DESECHABLE BLANCO T/L PROMAX,46990232,,1395.56,,,un,un,1.0,0,General,Otros,,,,
BUZO DESECHABLE BLANCO T/XL PROMAX,46990233,,1395.56,,,un,un,1.0,0,General,Otros,,,,
MANGO DUCHA EKO CROMO,471-90,,2150.568,,,unidad,unidad,1.0,0,General,Otros,,,,
MANGO EUROMIX CROMO,473-90,,5170.6,,,unidad,unidad,1.0,0,General,Otros,,,,
HILO SISAL OVILLO 100 GRS. X KG.,477-8044,,5455.736,,,kg,kg,1.0,0,General,Otros,,,,
HILO SISAL OVILLO 250 GRS. X KG.,479-8048,,5323.208,,,kg,kg,1.0,0,General,Otros,,,,
CABLE COAXIAL RG 59 XMT NEGRO,479905323,,151.42328,,,unidad,unidad,1.0,0,Electricidad,Cables y Accesorios,,,,
CABLE COAXIAL RG 59 XMT BLANCO,479905423,,151.42328,,,unidad,unidad,1.0,0,Electricidad,Cables y Accesorios,,,,
OVEROL POPLIN AZUL C/CINTA NAC T.M,48000803,,5009.96,,,unidad,unidad,1.0,0,General,Otros,,,,
OVEROL POPLIN AZUL C/CINTA NAC T.L,48000804,,5009.96,,,unidad,unidad,1.0,0,General,Otros,,,,
OVEROL POPLIN AZUL CON CINTA REFLECTANTE T/ XL,48000805,,5009.96,,,unidad,unidad,1.0,0,General,Otros,,,,
OVEROL POPLIN AZUL CON CINTA REFLECTANTE T/ XXL,48000806,,5009.96,,,unidad,unidad,1.0,0,General,Otros,,,,
MANGO ATLANTIC CROMO,483-90,,4968.796,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCOBILLA ALAMBRE AC. 3 HILERAS C/MANGO (100.031) - LESSMANN,4831520,,1207.812,,,un,un,1.0,0,Electricidad,Cables y Accesorios,,,,
"TOR VOLC/METAL P/FINA CINCADO 6 X 1.1/4"" MF",48795,,16.064,,,un,un,1.0,0,General,Otros,,,,
"TUERCA HEX GR.2 NC 1/4"" MF",48992,,24.6482,,,Unidad,Unidad,1.0,0,Ferreteria,Fijaciones,,,,
ESC. DE EXTENSIÓN DE ALUMINIO 24PELD - 150KG,494-24,,148150.24,,,unidad,unidad,1.0,0,General,Otros,,,,
"PER COCHE NEGRO UNC 1/4-20 X 2""  MF",49599,,145.40932,,,unidad,unidad,1.0,0,General,Otros,,,,
TUBO LED T8 18W 6000K GLASS 1200MM LUZ DIA MEGABRIGHT,5000220,,1074.28,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TUBO LED T8 9W 6000K GLASS 600MM LUZ FRIA,5000231,,1104.4,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
VOLCANITA ST BR 10 X 1.2 X 2.4,5000313,,2279.08,,,m2,m2,1.0,0,General,Otros,,,,
"VOLCANITA ST BR 12,5 X 1,2 X 2,4",5000534,,3099.20744,,,m2,m2,1.0,0,General,Otros,,,,
"VOLCANITA RH BR 12,5 X 1,2 X 2,4",5000598,,6139.46,,,m2,m2,1.0,0,General,Otros,,,,
"VOLCANITA ST. 15MM X 1,20 X 2,40 MT",5000811,,4220.816,,,m2,m2,1.0,0,General,Otros,,,,
REGLETA CONECCION 4MM TRANSPARENTE 2 UND,5000RC0201,,1120.464,,,unidad,unidad,1.0,0,General,Otros,,,,
REGLETA CONECCION 6MM TRANSPARENTE 2 UND,5000RC0202,,1120.464,,,unidad,unidad,1.0,0,General,Otros,,,,
ADHESIVO PVC HOFFENS 240 CC SEC RAPID LATA C/APLICADOR,50038,,2684.696,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
ADHESIVO PVC HOFFENS 240 C.C. LATA HUMEDAD C/APLICADOR,50039,,2763.008,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
FILTRO DE AIRE FELPA 61/288,501 8071-05,,13234.728,,,unidad,unidad,1.0,0,General,Otros,,,,
"CADENA H30 0.325 X 1.3 ESPADA 15"" 32 DIENTES",501 8406-64,,25646.176,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO UPSALA,501-90,,29067.808,,,unidad,unidad,1.0,0,General,Otros,,,,
PINTURA TRAFICO ACRILICA CONTRASTE AMARILLO SOLVENTE 6 GALONES X CJA.,5013009,,20681.396,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,,
PINTURA TRAFICO CONTRASTE BLANCO GL CAJA 4 UNS,5013010,,20681.396,,,galon,galon,1.0,0,Pinturas,Aplicacion,,,,
"ESCUADRA CARPINTERO 10""",501610,,5719.75788,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOMANDO TINA DUCHA UPSALA,502-90,,41313.596,,,unidad,unidad,1.0,0,General,Otros,,,,
TERMINAL HEMBRA SEGURO COR.MAX 20A,502008,,63.252,,,unidad,unidad,1.0,0,General,Otros,,,,
"BUJE REDUCCION (BUSHING) 3/4"" X 1/2""",50257,,138.552,,,unidad,unidad,1.0,0,General,Otros,,,,
"SALIDA ESTANQUE CEM 50 X 1 1/2""",50263,,3405.568,,,unidad,unidad,1.0,0,General,Otros,,,,
TERCIADO ESTRUCTURAL 15X 2440X1220X65 (CONCEPCIÓN),502676-Concepción,,16972.62,,,un,un,1.0,0,General,Otros,,,,
"CADENA ROLLO H-35 3/8"" ESPECIAL 1.3MM",503 3069-01,,477731.814,,,unidad,unidad,1.0,0,General,Otros,,,,
FILTRO COMBUSTIBLE 61/340/350/365/55/334T/265RX,503 4432-01,,3192.72,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA DISTRIBUCIÓN EMBUTIDA RECTANGULAR,503L,,349.15103999999997,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA DISTRIBUCIÓN EMBUTIDA/TABIQUE,503T,,315.89856,,,unidad,unidad,1.0,0,General,Otros,,,,
PANEL LED CUADRADO SOBREPUESTO  25W 6000K LUZ FRIA,50400006,,6977.8,,,unidad,unidad,1.0,0,General,Otros,,,,
FOCO LED CUADRADO SOBREPUESTO 18W 6000K C/DRIVER MEGABRIGHT,50400011,,4216.8,,,unidad,unidad,1.0,0,General,Otros,,,,
PANEL LED REDONDO EMBUTIDO 18W/6000K LUZ FRIA,50400019,,3413.6,,,unidad,unidad,1.0,0,General,Otros,,,,
PANEL LED REDONDO SOBREPUESTO  25W/6000K LUZ FRIA,50400025,,6726.8,,,unidad,unidad,1.0,0,General,Otros,,,,
PANEL LED REDONDO SOBREPUESTO  12W/6000K LUZ FRIA,50400036,,2961.8,,,unidad,unidad,1.0,0,General,Otros,,,,
PANEL LED REDONDO SOBREPUESTO  18W/3000K LUZ CALIDA,50400037,,4166.6,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
FOCO LED REDONDO SOBREPUESTO 18W/5000K C/DRIVER MEGABRIGHT,50400038,,3805.16,,,UNIDAD,UNIDAD,1.0,0,General,Otros,,,,
PANEL LED CUADRADO SOBREPUESTO  12W 6000K LUZ FRIA,50400091,,2961.8,,,unidad,unidad,1.0,0,General,Otros,,,,
REGLETA LED BATTEN 18W/6000K LUZ FRIA,5040064,,2309.2,,,unidad,unidad,1.0,0,General,Otros,,,,
"AMPOLLETA LED A60 CLASICA 9,5W/3000K E-27 LUZ CALIDA",5040088,,702.8,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
CANOA SIMPLE 2X18W 120CMS LARGO CON ALETA,5040208,,2801.16,,,unidad,unidad,1.0,0,General,Otros,,,,
SIKABOND MONTAJE CAJA CON 12 CART. 300 ML,504474,,42208.16,,,caja,caja,1.0,0,General,Otros,,,,
"CURVA PVC CONDUIT 16 MM. (1/2"")",50459,,156.624,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
CURVA PVC CONDUIT 20 MM,50494,,165.66,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
CURVA PVC CONDUIT 25 MM,50495,,198.792,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
ABRAZADERA CONDUIT 16 MM,50508,,70.28,,,unidad,unidad,1.0,0,General,Otros,,,,
"TERMO AGUA 1,8 LT. COLOR",5063218,,6445.68,,,unidad,unidad,1.0,0,General,Otros,,,,
TAPA GORRO PVC CEM 110 MM,50661,,5699.708,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"CODO SANITARIO GRIS 50 X 87,5°",50745,,463.848,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
ESPONJA MULTIUSO - FRAGÜE,508ESMU,,1051.188,,,unidad,unidad,1.0,0,General,Otros,,,,
COMBINACIÓN LAVAPLATO 8 DUKAN,512-90,,13041.96,,,unidad,unidad,1.0,0,General,Otros,,,,
RODILLO ANTIGOTA 12 CM,5124AG,,2672.70824,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
ABRAZADERA SANITARIA GRIS 40 MM.,51260,,260.036,,,unidad,unidad,1.0,0,General,Otros,,,,
ABRAZADERA SANITARIA GRIS 75 MM.,51262,,802.196,,,unidad,unidad,1.0,0,General,Otros,,,,
"PULVERIZADOR DE ESPALDA TOYAMA 56,5 CC MOTOR 2 TIEMPOS CAPACIDAD 14 LTS",513-001,,322284.0,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA ELECTRICA TABIQUE C/OREJA METAL GRIS 16-20 MM.,51576,,139.556,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA ELECTRICA TABIQUE C/OREJA METAL NARANJA 16-20 MM.,51577,,234.936,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA ELECTRICA LOZA C/OREJA METAL GRIS 16-20 MM.,51578,,238.952,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA ELECTRICA LOZA C/OREJA METAL NARANJA 16-20 MM.,51579,,259.032,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA ELECTRICA CORRIENTE NARANJA 16-20 MM.,51580,,186.744,,,unidad,unidad,1.0,0,General,Otros,,,,
CAJA CHUQUI BLANCA PVC CANALETA Y TUBO,51581,,596.376,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TAPA CAJA CIEGA PVC BLANCA 116 X T4 MM C/TORNILLOS,51582,,71.284,,,unidad,unidad,1.0,0,Ferreteria,Fijaciones,,,,
CADENA GRANDE BLANCA 1 MTS.,51591,,1162.632,,,metro,metro,1.0,0,General,Otros,,,,
CADENA GRANDE NEGRA 1 MTS.,51593,,1057.212,,,metro,metro,1.0,0,General,Otros,,,,
ABRAZADERA HIDRAULICA 20 MM,51594,,96.384,,,unidad,unidad,1.0,0,General,Otros,,,,
ADHESIVO PVC HOFFENS  20  C.C.  TAPA ROSCA HERMETICA,51638,,473.888,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
ADHESIVO PVC HOFFENS  60  C.C.  TAPA ROSCA HERMETICA,51639,,859.424,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
ADHESIVO TRADICIONAL  470 CC,51641,,3822.228,,,unidad,unidad,1.0,0,General,Otros,,,,
ADHESIVO GRANDES DIAMETROS  470 CC,51642,,7385.424,,,unidad,unidad,1.0,0,General,Otros,,,,
ADHESIVO PVC LATA SECADO RAPIDO 118 CC HOFFENS C/APLICADOR,51646,,1493.952,,,caja,caja,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
ADHESIVO PVC LATA SECADO RAPIDO 59 CC HOFFENS C/APLICADOR,51647,,951.792,,,caja,caja,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"MANGUERA 1/2"" ENMALLADA EXTRA VERDE LINEA ROJA 100 MTS.",51783,,601.396,,,unidad,unidad,1.0,0,General,Otros,,,,
"MANGUERA 3/4"" ENMALLADA EXTRA VERDE LINEA ROJA 100 MTS.",51784,,1096.368,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOMANDO LAVATORIO UPSALA MATTE BLACK,518-90,,31974.388,,,unidad,unidad,1.0,0,General,Otros,,,,
"MANGUERA ESPIRALADA AMARILLA 38MM DIAM 1 1/2"" (ROLLO 50 MT)",51803,,2201.772,,,metros,metros,1.0,0,General,Otros,,,,
"MANGUERA ESPIRALADA AMARILLA 50MM DIAM 2"" (ROLLO 50 MT)",51804,,2793.128,,,metros,metros,1.0,0,General,Otros,,,,
"MANGUERA ESPIRALADA AMARILLA 63MM DIAM 2 1/2"" (ROLLO 25 MT)",51805,,4515.992,,,metros,metros,1.0,0,General,Otros,,,,
"MANGUERA ESPIRALADA AMARILLA 75MM DIAM 3"" (ROLLO 25 MT)",51806,,6170.584,,,metro,metro,1.0,0,General,Otros,,,,
"MANGUERA ESPIRALADA AMARILLA 100MM DIAM 4"" (ROLLO 25 MT)",51807,,10517.904,,,metros,metros,1.0,0,General,Otros,,,,
"RODILLO TERMOFUSION FIBRA 20MM 7"" - 18 CM LIZCAL",5181,,1251.3354,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
SOPORTE ONDA TRANSPARENTE (BOLSA 25U.),518126001,,1859.408,,,bolsa,bolsa,1.0,0,General,Otros,,,,
"RODILLO TERMOFUSION 100% LANA 7"" - 18 CM LIZCAL",5183,,1605.5466000000001,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
RODILLO ANTIGOTA   18 CM,5184AG,,1922.66,,,UNIDAD,UNIDAD,1.0,0,Pinturas,Aplicacion,,,,
CANALETA ELÉCTRICA 20 X 10 X 200,51850,,277.104,,,unidad,unidad,1.0,0,General,Otros,,,,
CANALETA ELÉCTRICA ADHESIVO 20 X 10 X 200,51851,,341.36,,,unidad,unidad,1.0,0,General,Otros,,,,
CURVA EXTERNA 20X10 MM,51852,,97.388,,,unidad,unidad,1.0,0,General,Otros,,,,
UNIÓN PLANA 20X10 MM,51853,,90.36,,,unidad,unidad,1.0,0,General,Otros,,,,
TAPA FINAL 20X10 MM,51854,,97.388,,,unidad,unidad,1.0,0,General,Otros,,,,
CURVA 90° 20X10 MM,51855,,97.388,,,unidad,unidad,1.0,0,General,Otros,,,,
CURVA T 20X10 MM,51856,,92.368,,,unidad,unidad,1.0,0,General,Otros,,,,
CURVA INTERNA 20X10 MM,51857,,97.388,,,unidad,unidad,1.0,0,General,Otros,,,,
MSD TERMINACIÓN1X10X3200X96,518639-Concepción,,6085.244,,,un,un,1.0,0,General,Otros,,,,
MSD TERMINACIÓN1X5X3200X216 (CONCEPCIÓN),518644-Concepción,,2693.732,,,un,un,1.0,0,General,Otros,,,,
MSD TERMINACIÓN2X6X3200X96,518656-Concepción,,6365.36,,,un,un,1.0,0,General,Otros,,,,
"ABRAZADERA ALTA PRESIÓN 1 1/2"" (44-47 MM)",51902,,569.268,,,unidad,unidad,1.0,0,General,Otros,,,,
"ABRAZADERA ALTA PRESIÓN 2"" (56-59 MM)",51903,,608.424,,,unidad,unidad,1.0,0,General,Otros,,,,
"ABRAZADERA ALTA PRESIÓN 2 1/2"" (68-73 MM)",51904,,608.424,,,unidad,unidad,1.0,0,General,Otros,,,,
"ABRAZADERA ALTA PRESIÓN 3"" (80-85 MM)",51905,,878.5,,,unidad,unidad,1.0,0,General,Otros,,,,
"ABRAZADERA ALTA PRESIÓN 4"" (108-114 MM)",51906,,1047.172,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOMANDO LAVAPLATO UPSALA MATTE BLACK,521-90,,30967.376,,,unidad,unidad,1.0,0,General,Otros,,,,
"RODILLO ANTIGOTA 18MM TERMOFUSIONADO 9"" - 23 CM",5244AG,,3785.6823999999997,,,unidad,unidad,1.0,0,Pinturas,Aplicacion,,,,
JUNQUILLO  1X1,525943-Concepción,,549.188,1550.0,1550.0,un,un,1.0,0,General,Otros,,,,
"PER COCHE NEGRO UNC 1/4-20 X 3"" MF",52834,,186.40264,,,Unidad,Unidad,1.0,0,General,Otros,,,,
CEMENTO BLANCO 1 KILO,530-1,,568.264,,,1 kilo,1 kilo,1.0,0,Construccion,Materiales,,,,
MONOMANDO LAVATORIO MOON,530-90,,6615.356,,,unidad,unidad,1.0,0,General,Otros,,,,
HACHA CASCO CON MANGO 4 LIBRAS,5302238,,34497.44,,,pza,pza,1.0,0,General,Otros,,,,
MONOMANDO LAVAPLATOS MOON,531-90,,11032.956,,,unidad,unidad,1.0,0,General,Otros,,,,
CARIN PORTARROLLO MATTE BLACK,5316-80,,6117.372,,,unidad,unidad,1.0,0,General,Otros,,,,
CARIN TOALLERO ANILLA MATTE BLACK,5317-80,,5733.844,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOMANDO TINA DUCHA MOON,532-90,,15008.796,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOMANDO DUCHA MOON,533-90,,13904.396,,,unidad,unidad,1.0,0,General,Otros,,,,
TERMINAL OJO BATERIA 16MM (BOLSA 25 UNIDS),533561,,875.488,,,unidad,unidad,1.0,0,General,Otros,,,,
TERMINAL OJO BATERIA 36MM (BOLSA 25 UNIDS),533585,,1763.024,,,unidad,unidad,1.0,0,General,Otros,,,,
TERMINAL BATERIA VEHICULO MEDIANO (BOLSA 25 UNIDS),533622,,1922.66,,,unidad,unidad,1.0,0,General,Otros,,,,
TERMINAL BATERIA VEHICULO PESADO (BOLSA 25 UNIDS),533646,,2185.708,,,unidad,unidad,1.0,0,General,Otros,,,,
TERMINAL BATERIA VEHICULO PESADO CON ESPACIADOR (BOLSA 25 UNIDS),533660,,2185.708,,,unidad,unidad,1.0,0,General,Otros,,,,
ESCALERA TELESCOPICA O EXTENSION 5.18 M.,534-20,,146885.2,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
"ESCALERA TELESCOPICA FIBRA DE VIDRIO 6,40M / 24P / 225KG",534-24,,188350.4,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
"ESCALERA TELESCOPICA FIBRA DE VIDRIO 7,92M / 28P / 225KG",534-28,,221382.0,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
"ESCALERA TELESCOPICA FIBRA DE VIDRIO 8,84M / 32P / 225KG",534-32,,267064.0,,,unidad,unidad,1.0,0,Construccion,Materiales,,,,
PLANCHA ST 1000X500 ESPESOR 30 MM (20),53448261,,836.4825999999999,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
PLANCHA ST 1000X500 ESPESOR 40 MM (15),53448314,,1114.63076,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
PLANCHA ST 1000X500 ESPESOR 50 MM (12),53448367,,1390.7307600000001,,,unidad,unidad,1.0,0,Aceros y Techumbre,Planchas,,,,
MOLDURA MAH 40/50 (15),53457271,,2376.50816,,,unidad,unidad,1.0,0,General,Otros,,,,
MONOMANDO SOLO DUCHA MALMO CROMO,536-90,,35616.9,,,unidad,unidad,1.0,0,General,Otros,,,,
"PER COCHE NEGRO UNC 1/4-20 X 2.1/2"" MF",53717,,167.76839999999999,,,unidad,unidad,1.0,0,General,Otros,,,,
"TABLERO EMBUTIDO PVC, TAPA COLOR HUMO, 8 POLOS, IP40",5396408,,7429.6,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"TABLERO EMBUTIDO PVC, TAPA COLOR HUMO, 12 POLOS, IP40",5396412,,9839.2,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"TABLERO EMBUTIDO PVC, TAPA COLOR HUMO, 18 POLOS, IP40",5396418,,15060.0,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"TABLERO EMBUTIDO PVC, TAPA COLOR HUMO, 24 POLOS, IP40",5396424,,20582.0,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TABLERO SOBREPUESTO PVC LEXO 4 POLOS,5399104,,5522.0,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
TABLERO SOBREPUESTO PVC LEXO 6 POLOS,5399106,,5220.8,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
"TABLERO SOBREPUESTO PVC, TAPA COLOR BLANCO, 12 POLOS, IP40",5399112,,9839.2,,,unidad,unidad,1.0,0,Gasfiteria,Tuberias y Conexiones,,,,
